"","GEOID","Place","race","estimate","year"
"524","2412350","Calverton CDP","pac_islander",0,"2010"
"525","2412350","Calverton CDP","hispanic",1928,"2010"
"526","2412400","Cambridge city","total",12109,"2010"
"527","2412400","Cambridge city","white",5640,"2010"
"528","2412400","Cambridge city","black",5597,"2010"
"529","2412400","Cambridge city","native_am",27,"2010"
"530","2412400","Cambridge city","asian",226,"2010"
"531","2412400","Cambridge city","pac_islander",0,"2010"
"532","2412400","Cambridge city","hispanic",530,"2010"
"533","2412600","Camp Springs CDP","total",18770,"2010"
"534","2412600","Camp Springs CDP","white",2893,"2010"
"535","2412600","Camp Springs CDP","black",14592,"2010"
"536","2412600","Camp Springs CDP","native_am",27,"2010"
"537","2412600","Camp Springs CDP","asian",310,"2010"
"538","2412600","Camp Springs CDP","pac_islander",0,"2010"
"539","2412600","Camp Springs CDP","hispanic",945,"2010"
"540","2412912","Cape St. Claire CDP","total",8670,"2010"
"541","2412912","Cape St. Claire CDP","white",8018,"2010"
"542","2412912","Cape St. Claire CDP","black",161,"2010"
"543","2412912","Cape St. Claire CDP","native_am",10,"2010"
"544","2412912","Cape St. Claire CDP","asian",155,"2010"
"545","2412912","Cape St. Claire CDP","pac_islander",0,"2010"
"546","2412912","Cape St. Claire CDP","hispanic",584,"2010"
"547","2413000","Capitol Heights town","total",4298,"2010"
"548","2413000","Capitol Heights town","white",249,"2010"
"549","2413000","Capitol Heights town","black",3928,"2010"
"550","2413000","Capitol Heights town","native_am",0,"2010"
"551","2413000","Capitol Heights town","asian",75,"2010"
"552","2413000","Capitol Heights town","pac_islander",0,"2010"
"553","2413000","Capitol Heights town","hispanic",55,"2010"
"554","2413225","Carlos CDP","total",99,"2010"
"555","2413225","Carlos CDP","white",99,"2010"
"556","2413225","Carlos CDP","black",0,"2010"
"557","2413225","Carlos CDP","native_am",0,"2010"
"558","2413225","Carlos CDP","asian",0,"2010"
"559","2413225","Carlos CDP","pac_islander",0,"2010"
"560","2413225","Carlos CDP","hispanic",0,"2010"
"561","2413325","Carney CDP","total",27583,"2010"
"562","2413325","Carney CDP","white",21978,"2010"
"563","2413325","Carney CDP","black",3134,"2010"
"564","2413325","Carney CDP","native_am",9,"2010"
"565","2413325","Carney CDP","asian",1635,"2010"
"566","2413325","Carney CDP","pac_islander",0,"2010"
"567","2413325","Carney CDP","hispanic",1119,"2010"
"568","2414125","Catonsville CDP","total",41866,"2010"
"569","2414125","Catonsville CDP","white",32635,"2010"
"570","2414125","Catonsville CDP","black",6218,"2010"
"571","2414125","Catonsville CDP","native_am",219,"2010"
"572","2414125","Catonsville CDP","asian",1753,"2010"
"573","2414125","Catonsville CDP","pac_islander",14,"2010"
"574","2414125","Catonsville CDP","hispanic",918,"2010"
"575","2414225","Cavetown CDP","total",1297,"2010"
"576","2414225","Cavetown CDP","white",1297,"2010"
"577","2414225","Cavetown CDP","black",0,"2010"
"578","2414225","Cavetown CDP","native_am",0,"2010"
"579","2414225","Cavetown CDP","asian",0,"2010"
"580","2414225","Cavetown CDP","pac_islander",0,"2010"
"581","2414225","Cavetown CDP","hispanic",9,"2010"
"582","2414300","Cearfoss CDP","total",137,"2010"
"583","2414300","Cearfoss CDP","white",137,"2010"
"584","2414300","Cearfoss CDP","black",0,"2010"
"585","2414300","Cearfoss CDP","native_am",0,"2010"
"586","2414300","Cearfoss CDP","asian",0,"2010"
"587","2414300","Cearfoss CDP","pac_islander",0,"2010"
"588","2414300","Cearfoss CDP","hispanic",0,"2010"
"589","2414325","Cecilton town","total",433,"2010"
"590","2414325","Cecilton town","white",396,"2010"
"591","2414325","Cecilton town","black",37,"2010"
"592","2414325","Cecilton town","native_am",0,"2010"
"593","2414325","Cecilton town","asian",0,"2010"
"594","2414325","Cecilton town","pac_islander",0,"2010"
"595","2414325","Cecilton town","hispanic",11,"2010"
"596","2414800","Cedarville CDP","total",876,"2010"
"597","2414800","Cedarville CDP","white",691,"2010"
"598","2414800","Cedarville CDP","black",185,"2010"
"599","2414800","Cedarville CDP","native_am",0,"2010"
"600","2414800","Cedarville CDP","asian",0,"2010"
"601","2414800","Cedarville CDP","pac_islander",0,"2010"
"602","2414800","Cedarville CDP","hispanic",0,"2010"
"603","2414950","Centreville town","total",3937,"2010"
"604","2414950","Centreville town","white",3376,"2010"
"605","2414950","Centreville town","black",509,"2010"
"606","2414950","Centreville town","native_am",0,"2010"
"607","2414950","Centreville town","asian",14,"2010"
"608","2414950","Centreville town","pac_islander",0,"2010"
"609","2414950","Centreville town","hispanic",16,"2010"
"610","2415075","Chance CDP","total",326,"2010"
"611","2415075","Chance CDP","white",285,"2010"
"612","2415075","Chance CDP","black",41,"2010"
"613","2415075","Chance CDP","native_am",0,"2010"
"614","2415075","Chance CDP","asian",0,"2010"
"615","2415075","Chance CDP","pac_islander",0,"2010"
"616","2415075","Chance CDP","hispanic",0,"2010"
"617","2415400","Charlestown town","total",1119,"2010"
"618","2415400","Charlestown town","white",1064,"2010"
"619","2415400","Charlestown town","black",55,"2010"
"620","2415400","Charlestown town","native_am",0,"2010"
"621","2415400","Charlestown town","asian",0,"2010"
"622","2415400","Charlestown town","pac_islander",0,"2010"
"623","2415400","Charlestown town","hispanic",7,"2010"
"624","2415475","Charlotte Hall CDP","total",1384,"2010"
"625","2415475","Charlotte Hall CDP","white",1008,"2010"
"626","2415475","Charlotte Hall CDP","black",325,"2010"
"627","2415475","Charlotte Hall CDP","native_am",0,"2010"
"628","2415475","Charlotte Hall CDP","asian",31,"2010"
"629","2415475","Charlotte Hall CDP","pac_islander",0,"2010"
"630","2415475","Charlotte Hall CDP","hispanic",83,"2010"
"631","2415500","Charlton CDP","total",177,"2010"
"632","2415500","Charlton CDP","white",177,"2010"
"633","2415500","Charlton CDP","black",0,"2010"
"634","2415500","Charlton CDP","native_am",0,"2010"
"635","2415500","Charlton CDP","asian",0,"2010"
"636","2415500","Charlton CDP","pac_islander",0,"2010"
"637","2415500","Charlton CDP","hispanic",0,"2010"
"638","2415925","Chesapeake Beach town","total",5396,"2010"
"639","2415925","Chesapeake Beach town","white",4805,"2010"
"640","2415925","Chesapeake Beach town","black",340,"2010"
"641","2415925","Chesapeake Beach town","native_am",50,"2010"
"642","2415925","Chesapeake Beach town","asian",39,"2010"
"643","2415925","Chesapeake Beach town","pac_islander",0,"2010"
"644","2415925","Chesapeake Beach town","hispanic",131,"2010"
"645","2415950","Chesapeake City town","total",719,"2010"
"646","2415950","Chesapeake City town","white",646,"2010"
"647","2415950","Chesapeake City town","black",64,"2010"
"648","2415950","Chesapeake City town","native_am",0,"2010"
"649","2415950","Chesapeake City town","asian",0,"2010"
"650","2415950","Chesapeake City town","pac_islander",0,"2010"
"651","2415950","Chesapeake City town","hispanic",0,"2010"
"652","2416050","Chesapeake Ranch Estates CDP","total",9735,"2010"
"653","2416050","Chesapeake Ranch Estates CDP","white",8138,"2010"
"654","2416050","Chesapeake Ranch Estates CDP","black",1126,"2010"
"655","2416050","Chesapeake Ranch Estates CDP","native_am",0,"2010"
"656","2416050","Chesapeake Ranch Estates CDP","asian",128,"2010"
"657","2416050","Chesapeake Ranch Estates CDP","pac_islander",0,"2010"
"658","2416050","Chesapeake Ranch Estates CDP","hispanic",202,"2010"
"659","2416125","Chester CDP","total",4142,"2010"
"660","2416125","Chester CDP","white",3580,"2010"
"661","2416125","Chester CDP","black",432,"2010"
"662","2416125","Chester CDP","native_am",12,"2010"
"663","2416125","Chester CDP","asian",26,"2010"
"664","2416125","Chester CDP","pac_islander",0,"2010"
"665","2416125","Chester CDP","hispanic",178,"2010"
"666","2416225","Chestertown town","total",5162,"2010"
"667","2416225","Chestertown town","white",3897,"2010"
"668","2416225","Chestertown town","black",964,"2010"
"669","2416225","Chestertown town","native_am",0,"2010"
"670","2416225","Chestertown town","asian",118,"2010"
"671","2416225","Chestertown town","pac_islander",0,"2010"
"672","2416225","Chestertown town","hispanic",72,"2010"
"673","2416550","Cheverly town","total",6234,"2010"
"674","2416550","Cheverly town","white",2104,"2010"
"675","2416550","Cheverly town","black",3187,"2010"
"676","2416550","Cheverly town","native_am",0,"2010"
"677","2416550","Cheverly town","asian",60,"2010"
"678","2416550","Cheverly town","pac_islander",0,"2010"
"679","2416550","Cheverly town","hispanic",732,"2010"
"680","2416620","Chevy Chase town","total",2795,"2010"
"681","2416620","Chevy Chase town","white",2617,"2010"
"682","2416620","Chevy Chase town","black",32,"2010"
"683","2416620","Chevy Chase town","native_am",0,"2010"
"684","2416620","Chevy Chase town","asian",35,"2010"
"685","2416620","Chevy Chase town","pac_islander",0,"2010"
"686","2416620","Chevy Chase town","hispanic",127,"2010"
"687","2416625","Chevy Chase CDP","total",9741,"2010"
"688","2416625","Chevy Chase CDP","white",8719,"2010"
"689","2416625","Chevy Chase CDP","black",341,"2010"
"690","2416625","Chevy Chase CDP","native_am",23,"2010"
"691","2416625","Chevy Chase CDP","asian",518,"2010"
"692","2416625","Chevy Chase CDP","pac_islander",0,"2010"
"693","2416625","Chevy Chase CDP","hispanic",798,"2010"
"694","2416720","Chevy Chase Section Five village","total",735,"2010"
"695","2416720","Chevy Chase Section Five village","white",711,"2010"
"696","2416720","Chevy Chase Section Five village","black",0,"2010"
"697","2416720","Chevy Chase Section Five village","native_am",0,"2010"
"698","2416720","Chevy Chase Section Five village","asian",0,"2010"
"699","2416720","Chevy Chase Section Five village","pac_islander",0,"2010"
"700","2416720","Chevy Chase Section Five village","hispanic",45,"2010"
"701","2416730","Chevy Chase Section Three village","total",711,"2010"
"702","2416730","Chevy Chase Section Three village","white",654,"2010"
"703","2416730","Chevy Chase Section Three village","black",14,"2010"
"704","2416730","Chevy Chase Section Three village","native_am",0,"2010"
"705","2416730","Chevy Chase Section Three village","asian",23,"2010"
"706","2416730","Chevy Chase Section Three village","pac_islander",0,"2010"
"707","2416730","Chevy Chase Section Three village","hispanic",45,"2010"
"708","2416775","Chevy Chase View town","total",1010,"2010"
"709","2416775","Chevy Chase View town","white",971,"2010"
"710","2416775","Chevy Chase View town","black",6,"2010"
"711","2416775","Chevy Chase View town","native_am",0,"2010"
"712","2416775","Chevy Chase View town","asian",23,"2010"
"713","2416775","Chevy Chase View town","pac_islander",0,"2010"
"714","2416775","Chevy Chase View town","hispanic",18,"2010"
"715","2416787","Chevy Chase Village town","total",2010,"2010"
"716","2416787","Chevy Chase Village town","white",1922,"2010"
"717","2416787","Chevy Chase Village town","black",0,"2010"
"718","2416787","Chevy Chase Village town","native_am",7,"2010"
"719","2416787","Chevy Chase Village town","asian",46,"2010"
"720","2416787","Chevy Chase Village town","pac_islander",0,"2010"
"721","2416787","Chevy Chase Village town","hispanic",35,"2010"
"722","2416800","Chewsville CDP","total",91,"2010"
"723","2416800","Chewsville CDP","white",91,"2010"
"724","2416800","Chewsville CDP","black",0,"2010"
"725","2416800","Chewsville CDP","native_am",0,"2010"
"726","2416800","Chewsville CDP","asian",0,"2010"
"727","2416800","Chewsville CDP","pac_islander",0,"2010"
"728","2416800","Chewsville CDP","hispanic",0,"2010"
"729","2416875","Chillum CDP","total",35034,"2010"
"730","2416875","Chillum CDP","white",4790,"2010"
"731","2416875","Chillum CDP","black",19048,"2010"
"732","2416875","Chillum CDP","native_am",128,"2010"
"733","2416875","Chillum CDP","asian",267,"2010"
"734","2416875","Chillum CDP","pac_islander",32,"2010"
"735","2416875","Chillum CDP","hispanic",14081,"2010"
"736","2417000","Choptank CDP","total",118,"2010"
"737","2417000","Choptank CDP","white",118,"2010"
"738","2417000","Choptank CDP","black",0,"2010"
"739","2417000","Choptank CDP","native_am",0,"2010"
"740","2417000","Choptank CDP","asian",0,"2010"
"741","2417000","Choptank CDP","pac_islander",0,"2010"
"742","2417000","Choptank CDP","hispanic",0,"2010"
"743","2417050","Church Creek town","total",91,"2010"
"744","2417050","Church Creek town","white",91,"2010"
"745","2417050","Church Creek town","black",0,"2010"
"746","2417050","Church Creek town","native_am",0,"2010"
"747","2417050","Church Creek town","asian",0,"2010"
"748","2417050","Church Creek town","pac_islander",0,"2010"
"749","2417050","Church Creek town","hispanic",0,"2010"
"750","2417100","Church Hill town","total",551,"2010"
"751","2417100","Church Hill town","white",475,"2010"
"752","2417100","Church Hill town","black",65,"2010"
"753","2417100","Church Hill town","native_am",0,"2010"
"754","2417100","Church Hill town","asian",6,"2010"
"755","2417100","Church Hill town","pac_islander",0,"2010"
"756","2417100","Church Hill town","hispanic",4,"2010"
"757","2417350","Clarksburg CDP","total",10543,"2010"
"758","2417350","Clarksburg CDP","white",4987,"2010"
"759","2417350","Clarksburg CDP","black",1216,"2010"
"760","2417350","Clarksburg CDP","native_am",10,"2010"
"761","2417350","Clarksburg CDP","asian",3570,"2010"
"762","2417350","Clarksburg CDP","pac_islander",0,"2010"
"763","2417350","Clarksburg CDP","hispanic",1089,"2010"
"764","2417475","Clarysville CDP","total",168,"2010"
"765","2417475","Clarysville CDP","white",168,"2010"
"766","2417475","Clarysville CDP","black",0,"2010"
"767","2417475","Clarysville CDP","native_am",0,"2010"
"768","2417475","Clarysville CDP","asian",0,"2010"
"769","2417475","Clarysville CDP","pac_islander",0,"2010"
"770","2417475","Clarysville CDP","hispanic",0,"2010"
"771","2417600","Clear Spring town","total",466,"2010"
"772","2417600","Clear Spring town","white",457,"2010"
"773","2417600","Clear Spring town","black",0,"2010"
"774","2417600","Clear Spring town","native_am",0,"2010"
"775","2417600","Clear Spring town","asian",0,"2010"
"776","2417600","Clear Spring town","pac_islander",0,"2010"
"777","2417600","Clear Spring town","hispanic",47,"2010"
"778","2417900","Clinton CDP","total",35985,"2010"
"779","2417900","Clinton CDP","white",4798,"2010"
"780","2417900","Clinton CDP","black",28767,"2010"
"781","2417900","Clinton CDP","native_am",17,"2010"
"782","2417900","Clinton CDP","asian",718,"2010"
"783","2417900","Clinton CDP","pac_islander",0,"2010"
"784","2417900","Clinton CDP","hispanic",1508,"2010"
"785","2418150","Cloverly CDP","total",15413,"2010"
"786","2418150","Cloverly CDP","white",7620,"2010"
"787","2418150","Cloverly CDP","black",3757,"2010"
"788","2418150","Cloverly CDP","native_am",10,"2010"
"789","2418150","Cloverly CDP","asian",2905,"2010"
"790","2418150","Cloverly CDP","pac_islander",0,"2010"
"791","2418150","Cloverly CDP","hispanic",1462,"2010"
"792","2418200","Cobb Island CDP","total",714,"2010"
"793","2418200","Cobb Island CDP","white",688,"2010"
"794","2418200","Cobb Island CDP","black",0,"2010"
"795","2418200","Cobb Island CDP","native_am",0,"2010"
"796","2418200","Cobb Island CDP","asian",14,"2010"
"797","2418200","Cobb Island CDP","pac_islander",0,"2010"
"798","2418200","Cobb Island CDP","hispanic",0,"2010"
"799","2418250","Cockeysville CDP","total",19842,"2010"
"800","2418250","Cockeysville CDP","white",13284,"2010"
"801","2418250","Cockeysville CDP","black",2594,"2010"
"802","2418250","Cockeysville CDP","native_am",78,"2010"
"803","2418250","Cockeysville CDP","asian",2588,"2010"
"804","2418250","Cockeysville CDP","pac_islander",0,"2010"
"805","2418250","Cockeysville CDP","hispanic",1500,"2010"
"806","2418475","Colesville CDP","total",14198,"2010"
"807","2418475","Colesville CDP","white",6914,"2010"
"808","2418475","Colesville CDP","black",4605,"2010"
"809","2418475","Colesville CDP","native_am",10,"2010"
"810","2418475","Colesville CDP","asian",1879,"2010"
"811","2418475","Colesville CDP","pac_islander",0,"2010"
"812","2418475","Colesville CDP","hispanic",1649,"2010"
"813","2418750","College Park city","total",29596,"2010"
"814","2418750","College Park city","white",19285,"2010"
"815","2418750","College Park city","black",4200,"2010"
"816","2418750","College Park city","native_am",42,"2010"
"817","2418750","College Park city","asian",3693,"2010"
"818","2418750","College Park city","pac_islander",18,"2010"
"819","2418750","College Park city","hispanic",3082,"2010"
"820","2418850","Colmar Manor town","total",1383,"2010"
"821","2418850","Colmar Manor town","white",325,"2010"
"822","2418850","Colmar Manor town","black",488,"2010"
"823","2418850","Colmar Manor town","native_am",0,"2010"
"824","2418850","Colmar Manor town","asian",122,"2010"
"825","2418850","Colmar Manor town","pac_islander",0,"2010"
"826","2418850","Colmar Manor town","hispanic",555,"2010"
