X,Y,OBJECTID,County,PSC_NUMBER,SCHOOL_NAME,STREET,CITY,STATE,ZIP,Grades,School_Type
-8544433.286,4669493.1003,686,Prince George's,16.199,Schmidt (William S.) Outdoor Education Center,18501 AQUASCO ROAD,BRANDYWINE,MD,20613,K-12,Environmental Ed.
-8552638.7022,4707930.842,687,Prince George's,16.234,Lake Arbor Elementary,10205 LAKE ARBOR WAY,MITCHELLVILLE,MD,20721,PreK-5,Elementary
-8542040.2024,4710272.3398,688,Prince George's,16.041,Rieg (Elizabeth C.)  Regional School,15542 PEACH WALKER DRIVE,MITCHELLVILLE,MD,20716,K-12,Special Ed.
-8562578.7116,4698787.1401,689,Prince George's,16.024,Beanes (William) Elementary,5108 DIANNA DRIVE,SUITLAND,MD,20746,PreK-5,Elementary
-8563589.2026,4703209.3176,690,Prince George's,16.025,Bradbury Heights Elementary,1401 GLACIER AVENUE,CAPITOL HEIGHTS,MD,20743,PreK-6,Elementary
-8543808.9969,4718942.9663,691,Prince George's,16.027,Meadowbrook Elementary (Swing Space),3501 MOYLAN DRIVE,BOWIE,MD,20715,K-5,Elementary
-8554511.6004,4731871.7466,692,Prince George's,16.030,Deerfield Run Elementary,13000 LAUREL-BOWIE ROAD,LAUREL,MD,20708,PreK-5,Elementary
-8555321.576,4703766.2106,693,Prince George's,16.017,Wheatley (H.Winship) Early Childhood Center,8801 RITCHIE DRIVE,CAPITOL HEIGHTS,MD,20743,PreK,Special Ed.
-8563378.1738,4719789.2298,694,Prince George's,16.018,Paint Branch Elementary,5101 PIERCE AVENUE,COLLEGE PARK,MD,20740,PreK-6,Elementary
-8565157.2842,4691755.7818,695,Prince George's,16.019,Avalon Elementary,7302 WEBSTER LANE,FORT WASHINGTON,MD,20744,PreK-5,Elementary
-8566143.4392,4688942.857,696,Prince George's,16.023,Tayac Elementary,8600 ALLENTOWN ROAD,FORT WASHINGTON,MD,20744,PreK-5,Elementary
-8555180.3387,4736708.913,697,Prince George's,16.009,Laurel Elementary,516 MONTGOMERY STREET,LAUREL,MD,20707,PreK-5,Elementary
-8559532.8791,4704894.918,698,Prince George's,16.010,Central High,200 CABIN BRANCH ROAD,CAPITOL HEIGHTS,MD,20743,,High
-8556902.6528,4735197.4671,699,Prince George's,16.014,Laurel High,8000 CHERRY LANE,LAUREL,MD,20707,9-12,High
-8567453.8327,4713932.6826,700,Prince George's,16.016,Stone (Thomas S.) Elementary,4500 34TH STREET,MOUNT RAINIER,MD,20712,PreK-5,Elementary
-8557252.2644,4679070.1326,701,Prince George's,16.001,Gwynn Park High,13800 BRANDYWINE ROAD,BRANDYWINE,MD,20613,9-12,High
-8557071.1585,4720838.8238,702,Prince George's,16.002,Roosevelt (Eleanor) High,7601 HANOVER PARKWAY,GREENBELT,MD,20770,9-12,High
-8569300.512,4677097.6126,703,Prince George's,16.005,Accokeek Academy (Eugene Burroughs),14400 BERRY ROAD,ACCOKEEK,MD,20607,5-8,PreK-8
-8555324.99,4733004.4976,704,Prince George's,16.008,Eisenhower (Dwight D.) Middle,13725 BRIARWOOD DRIVE,LAUREL,MD,20708,6-8,Middle
-8570959.9576,4737104.8767,705,Montgomery,15.234,Cloverly Elementary,800 BRIGGS-CHANEY RD,SILVER SPRING,MD,20904,K-5,Elementary
-8591469.6712,4728068.9441,706,Montgomery,15.241,Hoover (Herbert) Middle,8810 POSTOAK RD,ROCKVILLE,MD,20854,6-8,Middle
-8584549.4483,4733781.303,707,Montgomery,15.250,Meadow Hall Elementary,951 TWINBROOK PKWY,ROCKVILLE,MD,20851,K-5,Elementary
-8593154.3455,4734209.5773,708,Montgomery,15.257,Lakewood Elementary,2534 LINDLEY TERRACE,ROCKVILLE,MD,20850,K-5,Elementary
-8573603.0656,4732396.099,709,Montgomery,15.232,Westover Elementary,401 HAWKESBURY LANE,SILVER SPRING,MD,20904,K-5,Elementary
-8584355.8041,4718599.6024,710,Montgomery,15.237,Radnor Center,7000 RADNOR RD,BETHESDA,MD,20034,,Alternate
-8573356.8011,4735898.6659,711,Montgomery,15.252,Stonegate Elementary,14811 NOTLEY RD,SILVER SPRING,MD,20904,K-5,Elementary
-8570774.363,4725681.3111,712,Montgomery,15.230,Key (Francis S.) Middle,910 SCHINDLER DR,SILVER SPRING,MD,20903,6-8,Middle
-8572647.9633,4719135.8141,713,Montgomery,15.249,Piney Branch Elementary,7510 MAPLE AVE,TAKOMA PARK,MD,20912,3-5,Elementary
-8615358.5876,4753851.9669,714,Montgomery,15.233,Monocacy Elementary,18801 BARNESVILLE ROAD,DICKERSON,MD,20842,K-5,Elementary
-8589574.1842,4723503.0351,715,Montgomery,15.253,Seven Locks Elementary,9500 SEVEN LOCKS ROAD,BETHESDA,MD,20817,K-5,Elementary
-8595076.1376,4745645.8726,716,Montgomery,15.247,Watkins Mill Elementary,19001 WATKINS MILL ROAD,GAITHERSBURG,MD,20879,HS-5,Elementary
-8577033.501,4734462.1784,717,Montgomery,15.231,Argyle Middle,2400 BEL PRE ROAD,SILVER SPRING,MD,20906,6-8,Middle
-8578890.521,4733983.4975,718,Montgomery,15.218,Strathmore Elementary,3200 BEAVERWOOD LN,SILVER SPRING,MD,20906,3-5,Elementary
-8580176.3781,4727353.0378,719,Montgomery,15.244,Rock View Elementary,3901 DENFIELD AVE,KENSINGTON,MD,20895,pre-K-5,Elementary
-8580471.1163,4730519.6634,720,Montgomery,15.267,Shriver (Sargent) Elementary,12518 GREENLY DR,SILVER SPRING,MD,20906,pre-K-5,Elementary
-8585499.013,4722310.9074,721,Montgomery,15.245,North Bethesda Middle,8935 BRADMOOR DRIVE,BETHESDA,MD,20817,6-8,Middle
-8516004.2339,4719113.4907,722,Anne Arundel,02.110,Mary Moss @ J. Albert Adams Academy,245 CLAY STREET,ANNAPOLIS,MD,21401,6-9,Alternate
-8541044.8859,4757934.2797,723,Baltimore County,03.194,Catonsville Center for Alternative Studies,901 SOUTH ROLLING ROAD,BALTIMORE,MD,21228,9-12,Alternate
-8467399.7733,4727117.126,724,Queen Anne's,17.012,Kennard Elementary,420 LITTLE KIDWELL AVENUE,CENTREVILLE,MD,21617,3-5,Elementary
-8602726.7106,4743421.7248,725,Montgomery,15.239,Northwest High,13501 RICHTER FARM ROAD,GERMANTOWN,MD,20874,9-12,High                                              
-8589740.7205,4736415.9001,726,Montgomery,15.240,College Gardens Elementary,1700 YALE PLACE,ROCKVILLE,MD,20850,HS-5,Elementary
-8590715.0903,4719244.3566,727,Montgomery,15.243,Carderock Springs Elementary,7401 PERSIMMON TREE LANE,BETHESDA,MD,20817,K-5,Elementary
-8585231.7374,4735302.9969,728,Montgomery,15.224,Ewing (Blair G.) Center,14501 AVERY ROAD (FORMERLY MARK TWAIN CENTER),ROCKVILLE,MD,20853,,Alternate
-8583137.3082,4735170.2398,729,Montgomery,15.225,Barnsley (Lucy V.) Elementary,14516 NADINE DRIVE,ROCKVILLE,MD,20853,pre-K-5,Elementary
-8573557.9496,4737923.1357,730,Montgomery,15.226,Blake (James Hubert) High,300 NORWOOD ROAD,SILVER SPRING,MD,20905,9-12,High
-8573485.2011,4727941.8193,731,Montgomery,15.227,Kemp Mill Elementary,411 SISSON ST,SILVER SPRING,MD,20902,pre-K-5,Elementary
-8617308.9149,4739702.2892,732,Montgomery,15.216,Poole (John) Middle,17014 TOM FOX AVE,POOLESVILLE,MD,20837,6-8,Middle
-8581992.346,4736825.3785,733,Montgomery,15.217,Flower Valley Elementary,4615 SUNFLOWER DR,ROCKVILLE,MD,20853,K-5,Elementary
-8571297.0222,4720983.6479,734,Montgomery,15.219,Rolling Terrace Elementary,705 BAYFIELD ST,TAKOMA PARK,MD,20912,HS-5,Elementary
-8587230.5442,4751352.7967,735,Montgomery,15.221,Laytonsville Elementary,21401 LAYTONSVILLE ROAD,GAITHERSBURG,MD,20882,K-5,Elementary
-8583871.7556,4732599.9218,736,Montgomery,15.222,Sandburg (Carl) Learning Center,1002 FIRST STREET,ROCKVILLE,MD,20850,,Special Ed.
-8586167.5661,4727677.2725,737,Montgomery,15.210,Tilden Center,6300 TILDEN LANE,ROCKVILLE,MD,20852,,Alternate
-8565803.0871,4734052.7917,738,Montgomery,15.211,Paint Branch High,14121 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,9-12,High
-8581829.4655,4733716.5677,739,Montgomery,15.212,Parkland Middle,4610 W FRANKFORT DR,ROCKVILLE,MD,20853,6-8,Middle
-8565587.7624,4730839.5249,740,Montgomery,15.213,Galway Elementary,12612 GALWAY DR,SILVER SPRING,MD,20904,pre-K-5,Elementary
-8597460.2858,4757464.7019,741,Montgomery,15.214,Cedar Grove Elementary,24001 RIDGE ROAD,GERMANTOWN,MD,20876,K-5,Elementary
-8586989.1356,4718030.6957,742,Montgomery,15.204,Bannockburn Elementary,6520 DALROY LANE,BETHESDA,MD,20817,K-5,Elementary
-8589601.7073,4734249.3362,743,Montgomery,15.205,Beall Elementary,451 BEALL AVENUE,ROCKVILLE,MD,20850,HS-5,Elementary
-8577689.454,4733368.2032,744,Montgomery,15.206,Bel Pre Elementary,13801 RIPPLING BROOK DRIVE,SILVER SPRING,MD,20906,pre-K-2,Elementary
-8571757.3246,4727320.0305,745,Montgomery,15.208,Burnt Mills Elementary,11211 CHILDS ST,SILVER SPRING,MD,20901,pre-K-5,Elementary
-8576357.052,4741170.144,746,Montgomery,15.197,Farquhar (William) Middle,16915 BACHELOR'S FOREST RD,OLNEY,MD,20832,6-8,Middle
-8603343.5668,4747615.884,747,Montgomery,15.198,"King (Dr. Martin Luther, Jr.) Middle",13737 WISTERIA DRIVE,GERMANTOWN,MD,20874,6-8,Middle
-8603302.7785,4745501.4538,748,Montgomery,15.200,Kingsview Middle,18909 KINGSVIEW ROAD,GERMANTOWN,MD,20874,6-8,Middle
-8570324.4674,4725636.9366,749,Montgomery,15.201,Cresthaven Elementary,1234 CRESTHAVEN DR,SILVER SPRING,MD,20903,3-5,Elementary
-8578417.9086,4732513.5993,750,Montgomery,15.202,Georgian Forest Elementary,3100 REGINA DR,SILVER SPRING,MD,20906,HS-5,Elementary
-8593556.3343,4746349.1801,751,Montgomery,15.190,Whetstone Elementary,19201 THOMAS FARM DRIVE,GAITHERSBURG,MD,20879,pre-K-5,Elementary
-8592187.6864,4743724.6338,752,Montgomery,15.191,Forest Oak Middle,651 SAYBROOKE OAKS BOULEVARD,GAITHERSBURG,MD,20877,6-8,Middle
-8578803.5734,4745390.7753,753,Montgomery,15.192,Greenwood Elementary,3336 GOLDMINE ROAD,BROOKEVILLE,MD,20833,K-5,Elementary
-8581158.9122,4741358.3185,754,Montgomery,15.193,Cashell Elementary,17101 CASHELL RD,ROCKVILLE,MD,20853,pre-K-5,Elementary
-8586919.0802,4734782.6138,755,Montgomery,15.194,Maryvale Elementary,1010 FIRST ST,ROCKVILLE,MD,20850,HS-5,Elementary
-8591227.7193,4729139.2316,756,Montgomery,15.183,Beverly Farms Elementary,8501 POST OAK RD,POTOMAC,MD,20854,K-5,Elementary
-8590381.8016,4726290.0374,757,Montgomery,15.185,Bells Mill Elementary,8225 BELLS MILL RD,POTOMAC,MD,20854,HS-5,Elementary
-8572247.9574,4729982.822,758,Montgomery,15.186,Springbrook High,201 VALLEYBROOK DRIVE,SILVER SPRING,MD,20904,9-12,High
-8585786.0499,4724439.5182,759,Montgomery,15.188,Ashburton Elementary,6314 LONE OAK DRIVE,BETHESDA,MD,20817,K-5,Elementary
-8598016.7245,4751340.2769,760,Montgomery,15.189,Ride (Dr. Sally K.) Elementary,21301 SENECA CROSSING DRIVE,GERMANTOWN,MD,20876,HS-5,Elementary
-8595435.4109,4758463.4783,761,Montgomery,15.173,Rockwell (Lois P.) Elementary,24555 CUTSAIL DRIVE,DAMASCUS,MD,20872,K-5,Elementary
-8570938.9962,4731524.8082,762,Montgomery,15.179,Cannon Road Elementary,901 CANNON RD,SILVER SPRING,MD,20904,K-5,Elementary
-8590742.7415,4726208.788,763,Montgomery,15.209,Cabin John Middle,10701 GAINSBOROUGH RD,ROCKVILLE,MD,20854,6-8,Middle
-8586313.3348,4741818.127,764,Montgomery,15.238,Redland Middle,6505 MUNCASTER MILL RD,ROCKVILLE,MD,20855,6-8,Middle
-8595957.3619,4761004.016,765,Montgomery,15.182,Baker (John T.) Middle,25400 OAK DRIVE,DAMASCUS,MD,20872,6-8,Middle
-8595709.2532,4747954.6582,766,Montgomery,15.166,Watkins Mill High,10301 APPLE RIDGE ROAD,GAITHERSBURG,MD,20879,9-12,High
-8568361.8559,4737399.8821,767,Montgomery,15.167,Briggs Chaney Middle,1901 RAINBOW DRIVE,SILVER SPRING,MD,20905,6-8,Middle
-8580668.23,4746322.0417,768,Montgomery,15.168,Rosa Parks Middle,19200 OLNEY MILL ROAD,OLNEY,MD,20832,6-8,Middle
-8572914.0288,4724282.3223,769,Montgomery,15.171,Montgomery Blair High,"51 UNIVERSITY BOULEVARD, EAST",SILVER SPRING,MD,20901,9-12,High
-8575936.3279,4731098.7255,770,Montgomery,15.172,Kennedy (John F.) High,1901 RANDOLPH RD,SILVER SPRING,MD,20902,9-12,High
-8592453.7766,4732565.7777,771,Montgomery,15.161,Frost (Robert) Middle,9201 SCOTT DRIVE,ROCKVILLE,MD,20850,6-8,Middle
-8603948.465,4746035.548,772,Montgomery,15.162,McNair (Ronald) Elementary,13881 HOPKINS RD,GERMANTOWN,MD,20874,pre-K-5,Elementary
-8599090.7223,4738438.2834,773,Montgomery,15.163,Carson (Rachel) Elementary,100 TSCHIFFELY SQUARE ROAD,GAITHERSBURG,MD,20878,pre-K-5,Elementary
-8577244.0112,4744139.172,774,Montgomery,15.164,Brooke Grove Elementary,2700 SPARTAN ROAD,OLNEY,MD,20832,pre-K-5,Elementary
-8588503.7547,4747715.87,775,Montgomery,15.165,Resnik (Judith A.) Elementary,7301 HADLEY FARMS DRIVE,GAITHERSBURG,MD,20879,pre-K-5,Elementary
-8594691.0534,4759838.0886,776,Montgomery,15.154,Clearspring Elementary,9930 MOYER ROAD,DAMASCUS,MD,20872,HS-5,Elementary
-8565132.9359,4733182.85,777,Montgomery,15.155,Greencastle Elementary,13611 ROBEY RD,SILVER SPRING,MD,20904,pre-K-5,Elementary
-8591632.7689,4749552.3014,778,Montgomery,15.156,Goshen Elementary,8701 WARFIELD ROAD,GAITHERSBURG,MD,20879,K-5,Elementary
-8595487.2189,4734802.9619,779,Montgomery,15.157,Stone Mill Elementary,14323 STONE BRIDGE VIEW DRIVE,GAITHERSBURG,MD,20879,K-5,Elementary
-8599887.5127,4738300.6954,780,Montgomery,15.158,Quince Orchard High,15800 QUINCE ORCHARD BOULEVARD,GAITHERSBURG,MD,20878,9-12,High
-8600715.0815,4744482.8632,781,Montgomery,15.148,Clopper Mill Elementary,18501 CINNAMON DRIVE,GERMANTOWN,MD,20874,HS-5,Elementary
-8571865.151,4722312.2285,782,Montgomery,15.149,Oak View Elementary,400 E. WAYNE AVENUE,SILVER SPRING,MD,20901,3-5,Elementary
-8601171.8663,4736486.5951,783,Montgomery,15.150,Jones Lane Elementary,15110 JONES LANE,GAITHERSBURG,MD,20878,K-5,Elementary
-8591938.8017,4745470.6974,784,Montgomery,15.152,Strawberry Knoll Elementary,18820 STRAWBERRY KNOLL ROAD,GAITHERSBURG,MD,20879,HS-5,Elementary
-8601518.6429,4748741.4491,785,Montgomery,15.153,Waters Landing Elementary,13100 WATERS LANDING RD,GERMANTOWN,MD,20874,K-5,Elementary
-8579095.6356,4730255.1351,786,Montgomery,15.141,Wheaton High,12601 DALEWOOD DR,SILVER SPRING,MD,20906,9-12,High
-8592934.4886,4742261.3412,787,Montgomery,15.144,Gaithersburg Elementary,35 NORTH SUMMIT AVENUE,GAITHERSBURG,MD,20877,pre-K-5,Elementary
-8584749.9636,4721645.2064,788,Montgomery,15.145,Bradley Hills Elementary,8701 HARTSDALE AVENUE,BETHESDA,MD,20817,K-5,Elementary
-8591377.8218,4740651.002,789,Montgomery,15.146,Washington Grove Elementary,8712 OAKMONT STREET,GAITHERSBURG,MD,20877,HS-5,Elementary
-8590649.0956,4744469.5778,790,Montgomery,15.147,Flower Hill Elementary,18425 FLOWER HILL WAY,GAITHERSBURG,MD,20879,pre-K-5,Elementary
-8573679.2713,4742896.471,791,Montgomery,15.135,Sherwood High,300 OLNEY-SANDY SPRING ROAD,SANDY SPRING,MD,20860,9-12,High
-8598402.2658,4749523.3909,792,Montgomery,15.136,Neelsville Middle,11700 NEELSVILLE CHURCH ROAD,GERMANTOWN,MD,20876,6-8,Middle
-8616929.7694,4742349.6037,793,Montgomery,15.137,Poolesville Elementary,19565 FISHER AVENUE,POOLESVILLE,MD,20837,K-5,Elementary
-8591006.1154,4730696.4169,794,Montgomery,15.139,Ritchie Park Elementary,1514 DUNSTER RD,ROCKVILLE,MD,20854,K-5,Elementary
-8578046.6363,4725756.4183,795,Montgomery,15.140,Oakland Terrace Elementary,2720 PLYERS MILL RD,SILVER SPRING,MD,20902,pre-K-5,Elementary
-8581597.132,4731457.8751,796,Montgomery,15.126,Wheaton Woods Elementary,4510 FAROE PLACE,ROCKVILLE,MD,20853,HS-5,Elementary
-8589861.4619,4732697.156,797,Montgomery,15.127,West (Julius) Middle,651 GREAT FALLS ROAD,ROCKVILLE,MD,20850,6-8,Middle
-8583018.9077,4733592.0173,798,Montgomery,15.129,Rock Creek Valley Elementary,5121 RUSSETT RD,ROCKVILLE,MD,20853,K-5,Elementary
-8593295.8113,4741181.6268,799,Montgomery,15.130,Gaithersburg High,101 EDUCATION BLVD,GAITHERSBURG,MD,20877,9-12,High
-8577361.3571,4726529.8039,800,Montgomery,15.131,Stephen Knolls Special Education School,10731 ST MARGARETS WAY,KENSINGTON,MD,20895,,Special Ed.
-8594911.3671,4746444.8573,801,Montgomery,15.117,Montgomery Village Middle,19300 WATKINS MILL ROAD,GAITHERSBURG,MD,20879,6-8,Middle
-8571103.1619,4729777.979,802,Montgomery,15.119,White Oak Middle,12201 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20904,6-8,Middle
-8588719.0185,4742654.8587,803,Montgomery,15.121,Mill Creek Towne Elementary,17700 PARK MILL DRIVE,ROCKVILLE,MD,20855,pre-K-5,Elementary
-8578707.7148,4729026.1782,804,Montgomery,15.122,Highland Elementary,3100 MEDWAY ST,SILVER SPRING,MD,20902,HS-5,Elementary
-8598047.8883,4736278.3977,805,Montgomery,15.105,Dufief Elementary,15001 DUFIEF DRIVE,GAITHERSBURG,MD,20878,K-5,Elementary
-8575284.326,4743121.1432,806,Montgomery,15.107,Sherwood Elementary,1401 OLNEY-SANDY SPRING ROAD,SANDY SPRING,MD,20860,K-5,Elementary
-8573289.6863,4720595.273,807,Montgomery,15.108,East Silver Spring Elementary,631 SILVER SPRING AVENUE,SILVER SPRING,MD,20910,HS-5,Elementary
-8587966.0921,4740167.1106,808,Montgomery,15.111,Candlewood Elementary,7210 OSPREY DR,ROCKVILLE,MD,20855,K-5,Elementary
-8561468.6484,4659934.7226,809,Charles,08.046,St. Charles High School,5305 PINEY CHURCH RD,WALDORF,MD,20602,9-12,Middle/High
-8566717.1983,4734706.3646,810,Montgomery,15.098,Fairland Elementary,14315 FAIRDALE RD,SILVER SPRING,MD,20905,HS-5,Elementary
-8598554.8068,4746361.762,811,Montgomery,15.100,Fox Chapel Elementary,19315 ARCHDALE ROAD,GERMANTOWN,MD,20874,pre-K-5,Elementary
-8569779.088,4732368.1331,812,Montgomery,15.102,Page (William T.) Elementary,13400 TAMARACK RD,SILVER SPRING,MD,20904,pre-K-5,Elementary
-8595084.6326,4762657.4832,813,Montgomery,15.103,Damascus Elementary,10201 BETHESDA CHURCH ROAD,DAMASCUS,MD,20872,K-5,Elementary
-8598207.1955,4741134.0352,814,Montgomery,15.104,Diamond Elementary,4 MARQUIS DRIVE,GAITHERSBURG,MD,20878,K-5,Elementary
-8570730.8875,4721431.4119,815,Montgomery,15.089,New Hampshire Estates Elementary,8720 CARROLL AVENUE,SILVER SPRING,MD,20903,HS-2,Elementary
-8595015.6314,4762168.3568,816,Montgomery,15.090,Damascus High,25921 RIDGE ROAD,DAMASCUS,MD,20872,9-12,High
-8581093.3681,4728641.9746,817,Montgomery,15.092,Viers Mill Elementary,11711 JOSEPH MILL RD,SILVER SPRING,MD,20906,HS-5,Elementary
-8579180.5582,4743073.8048,818,Montgomery,15.093,Olney Elementary,3401 QUEEN MARY DR,OLNEY,MD,20832,K-5,Elementary
-8606149.9786,4778375.9204,819,Frederick,10.073,Oakdale High,5850 EAGLEHEAD DRIVE,IJAMSVILLE,MD,21754,9-12,High
-8583417.1726,4738192.0719,820,Montgomery,15.095,Smith (Lathrop E.) Enviromental Ed. Ctr,5110 MEADOWSIDE LANE,ROCKVILLE,MD,20855,,Environmental Ed.                                 
-8593523.1505,4744034.5867,821,Montgomery,15.086,South Lake Elementary,18201 CONTOUR ROAD,GAITHERSBURG,MD,20877,HS-5,Elementary
-8584808.586,4734106.9912,822,Montgomery,15.087,Rockville High,2100 BALTIMORE RD,ROCKVILLE,MD,20853,9-12,High
-8570877.8391,4722514.7079,823,Montgomery,15.088,Montgomery Knolls Elementary,807 DALEVIEW DRIVE,SILVER SPRING,MD,20901,HS-2,Elementary
-8583571.8497,4735056.1742,824,Montgomery,15.074,Wood (Earl B.) Middle,14615 BAUER DRIVE,ROCKVILLE,MD,20853,6-8,Middle
-8599280.4957,4733513.1447,825,Montgomery,15.077,Travilah Elementary,13801 DUFIEF MILL ROAD,GAITHERSBURG,MD,20878,K-5,Elementary
-8586071.1916,4720086.7555,826,Montgomery,15.175,Pyle (Thomas W.) Middle,6311 WILSON LANE,BETHESDA,MD,20817,6-8,Middle
-8579152.703,4727603.0606,827,Montgomery,15.063,Newport Mill Middle,11311 NEWPORT MILL ROAD,KENSINGTON,MD,20902,6-8,Middle
-8575008.1174,4728812.0916,828,Montgomery,15.064,Odessa Shannon Middle,11800 MONTICELLO AVE,SILVER SPRING,MD,20902,6-8,Middle
-8618313.7304,4742149.8727,829,Montgomery,15.066,Poolesville High,17501 WILLARD RD,POOLESVILLE,MD,20837,9-12,High
-8586119.6782,4725356.9375,830,Montgomery,15.067,Walter Johnson High,6400 ROCK SPRING DRIVE,BETHESDA,MD,20814,9-12,High
-8584947.7317,4731524.8637,831,Montgomery,15.072,Twinbrook Elementary,5911 RIDGEWAY AVE,ROCKVILLE,MD,20851,HS-5,Elementary
-8581881.6624,4733466.2446,832,Montgomery,15.055,Brookhaven Elementary,4610 RENN ST,ROCKVILLE,MD,20853,pre-K-5,Elementary
-8573830.7565,4726422.7881,833,Montgomery,15.057,Forest Knolls Elementary,10830 EASTWOOD AVE,SILVER SPRING,MD,20901,HS-5,Elementary
-8570668.7944,4729767.0643,834,Montgomery,15.058,Jackson Road Elementary,900 JACKSON RD,SILVER SPRING,MD,20904,pre-K-5,Elementary
-8579085.0411,4731063.9865,835,Montgomery,15.061,Weller Road Elementary,3301 WELLER RD,SILVER SPRING,MD,20906,HS-5,Elementary
-8582341.7702,4726360.4237,836,Montgomery,15.048,Garrett Park Elementary,4810 OXFORD STREET,GARRETT PARK,MD,20896,K-5,Elementary
-8575998.6247,4728163.2628,837,Montgomery,15.049,Arcola Elementary,1820 FRANWELL AVENUE,SILVER SPRING,MD,20902,HS-5,Elementary
-8579967.3424,4732692.3764,838,Montgomery,15.050,Harmony Hills Elementary,13407 LYDIA ST,SILVER SPRING,MD,20906,HS-5,Elementary
-8564514.7585,4737654.2982,839,Montgomery,15.052,Burtonsville Elementary,15516 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,K-5,Elementary
-8576212.1291,4730450.8845,840,Montgomery,15.054,Glenallan Elementary,12520 HEURICH RD,SILVER SPRING,MD,20902,HS-5,Elementary
-8591239.5231,4732838.8502,841,Montgomery,15.040,Fallsmead Elementary,1800 GREENPLACE TER,ROCKVILLE,MD,20850,K-5,Elementary
-8599357.6892,4739977.5224,842,Montgomery,15.042,Ridgeview Middle,16600 RAVEN ROCK DRIVE,GAITHERSBURG,MD,20878,6-8,Middle
-8603113.2026,4747952.7349,843,Montgomery,15.043,Lake Seneca Elementary,13600 WANEGARDEN DR,GERMANTOWN,MD,20874,pre-K-5,Elementary
-8584770.404,4740509.0115,844,Montgomery,15.045,Magruder (Col. Zadok) High,5939 MUNCASTER MILL RD,ROCKVILLE,MD,20855,9-12,High
-8569959.0888,4723040.4979,845,Montgomery,15.035,Broad Acres (JoAnn Leleck ES at) Elementary,710 BEACON RD,SILVER SPRING,MD,20903,HS-5,Elementary
-8572152.7621,4724716.3318,846,Montgomery,15.036,Pine Crest Elementary,201 WOODMOOR DR,SILVER SPRING,MD,20901,3-5,Elementary
-8571706.2389,4723389.5044,847,Montgomery,15.037,Eastern Middle,300 UNIV BLVD EAST,SILVER SPRING,MD,20901,6-8,Middle
-8595114.8071,4746630.6229,848,Montgomery,15.039,Stedwick Elementary,10631 STEDWICK ROAD,GAITHERSBURG,MD,20879,pre-K-5,Elementary
-8565842.5181,4735405.477,849,Montgomery,15.022,Banneker (Benjamin) Middle,14800 PERRYWOOD DRIVE,BURTONSVILLE,MD,20866,6-8,Middle
-8597279.7073,4741567.5076,850,Montgomery,15.024,Brown Station Elementary,851 QUINCE ORCHARD BOULEVARD,GAITHERSBURG,MD,20878,HS-5,Elementary
-8581498.1551,4719773.199,851,Montgomery,15.030,Bethesda-Chevy Chase High,4301 EAST-WEST HIGHWAY,BETHESDA,MD,20814,9-12,High
-8579072.8183,4727290.4903,852,Montgomery,15.031,Einstein (Albert) High,11135 NEWPORT MILL ROAD,KENSINGTON,MD,20895,9-12,High
-8580528.4187,4718595.108,853,Montgomery,15.032,Chevy Chase Elementary,4015 ROSEMARY STREET,CHEVY CHASE,MD,20815,3-6,Elementary
-8582733.4883,4719750.4047,854,Montgomery,15.015,Bethesda Elementary,7600 ARLINGTON ROAD,BETHESDA,MD,20814,K-5,Elementary
-8577680.3543,4724354.0275,855,Montgomery,15.018,Singer (Flora M.) Elementary,2600 HAYDEN DRIVE,SILVER SPRING,MD,20902,pre-K-5,Elementary
-8600993.1155,4746636.3086,856,Montgomery,15.019,Seneca Valley High,12700 MIDDLEBROOK ROAD,GERMANTOWN,MD,20874,9-12,High
-8595543.7065,4738717.7393,857,Montgomery,15.020,Fields Road Elementary,1 SCHOOL DRIVE,GAITHERSBURG,MD,20878,pre-K-5,Elementary
-8579015.664,4747281.6198,858,Montgomery,15.021,Belmont Elementary,19528 OLNEY MILL RD,OLNEY,MD,20832,K-5,Elementary
-8592617.8806,4730153.5254,859,Montgomery,15.007,Cold Spring Elementary,9201 FALLS CHAPEL WAY,POTOMAC,MD,20854,K-5,Elementary
-8575728.7254,4726493.2691,860,Montgomery,15.010,Glen Haven Elementary,10900 INWOOD AVE,SILVER SPRING,MD,20902,pre-K-5,Elementary
-8576849.3393,4722587.9371,861,Montgomery,15.011,Woodlin Elementary,2101 LUZERNE AVE,SILVER SPRING,MD,20910,K-5,Elementary
-8602368.9192,4746026.294,862,Montgomery,15.013,Germantown Elementary,19110 LIBERTY MILL ROAD,GERMANTOWN,MD,20874,K-5,Elementary
-8573239.4896,4721771.7385,863,Montgomery,15.002,Silver Spring International Middle,313 WAYNE AVE,SILVER SPRING,MD,20907,6-8,Middle
-8602942.3695,4755627.2732,864,Montgomery,15.003,Clarksburg Elementary,13530 REDGRAVE PLACE,CLARKSBURG,MD,20871,K-5,Elementary
-8582198.0667,4724810.1196,865,Montgomery,15.004,Kensington-Parkwood Elementary,4710 SAUL RD,KENSINGTON,MD,20895,K-5,Elementary
-8587939.5522,4733041.2299,866,Montgomery,15.005,Richard Montgomery High,250 RICHARD MONTGOMERY DRIVE,ROCKVILLE,MD,20852,9-12,High
