X,Y,OBJECTID,County,PSC_NUMBER,SCHOOL_NAME,STREET,CITY,STATE,ZIP,Grades,School_Type
-8467170.4694,4752913.2913,867,Kent,14.003,Kent County Middle,400 CAMPUS AVENUE,CHESTERTOWN,MD,21620,6-8,Middle
-8486736.0364,4741045.3035,868,Kent,14.004,Rock Hall Elementary,21203 SHARP STREET,ROCK HALL,MD,21661,PreK-5,Elementary
-8468060.1527,4752201.7951,869,Kent,14.006,Garnett Elementary,320 CALVERT STREET,CHESTERTOWN,MD,21620,PreK-5,Elementary
-8470488.0301,4762620.8991,870,Kent,14.007,Kent County High,25301 LAMBS MEADOW ROAD,WORTON,MD,21678,9-12,High
-8479327.9093,4795914.6267,871,Harford,12.058,Aberdeen High,251 PARADISE ROAD,ABERDEEN,MD,21001,9-12,High
-8528183.9633,4656104.0951,872,Calvert,04.028,Barstow Elementary,295 WILLIAMS ROAD,PRINCE FREDERICK,MD,20678,PreK-5,Elementary
-8429458.6465,4593795.4221,873,Somerset,19.016,Somerset Intermediate School,7970 TAWES CAMPUS DRIVE,WESTOVER,MD,21871,6-7,Middle
-8559181.6007,4819062.9278,874,Carroll,06.055,Ebb Valley Elementary,3100 SWIPER ROAD,MANCHESTER,MD,21102,PreK-5,Elementary
-8497524.3219,4716023.5733,875,Queen Anne's,17.025,Matapeake Middle School,671 ROMANCOKE ROAD,STEVENSVILLE,MD,21666,6-8,Middle
-8653636.0787,4804353.0431,876,Washington,21.050,Rockland Woods Elementary,18201 ROCKLAND DRIVE,HAGERSTOWN,MD,21740,PreK-5,Elementary
-8386926.2822,4610507.3673,877,Worcester,23.015,Worcester Technical High School,6290 WORCESTER HIGHWAY,NEWARK,MD,21841,10-12,Career Tech
-8523018.1829,4621774.2408,878,St. Mary's,18.031,Evergreen Elementary School,43765 EVERGREEN WAY,CALIFORNIA,MD,20619,PreK-5,Elementary
-8558098.2192,4815799.1831,879,Carroll,06.057,Manchester Valley High,3300 MAPLE GROVE ROAD,MANCHESTER,MD,21102,9-12,High
-8574084.3147,4764976.6453,880,Howard,13.085,Bushy Park Elementary,14601 CARRS MILL ROAD,GLENWOOD,MD,21738,PreK-5,Elementary
-8446429.1692,4662323.9103,881,Dorchester,09.019,North Dorchester Middle,5745 CLOVERDALE ROAD,HURLOCK,MD,21643,6-8,Middle
-8562176.6932,4744013.2326,882,Howard,13.088,Cedar Lane School,11630 SCAGGSVILLE ROAD,FULTON,MD,20759,PreK-12,Special Ed.
-8569776.1371,4756243.7652,883,Howard,13.083,Dayton Oaks Elementary,4691 TEN OAKS ROAD,DAYTON,MD,21036,PreK-5,Elementary
-8550777.12,4758137.1409,884,Howard,13.084,Veterans Elementary,4355 MONTGOMERY ROAD,ELLICOTT CITY,MD,21043,PreK-5,Elementary
-8600609.0928,4751151.7477,885,Montgomery,15.273,"Gibbs, Jr. (William B.) Elementary School",12615 ROYAL CROWN DR,GERMANTOWN,MD,20876,pre-K-5,Elementary
-8517780.6279,4719016.1655,886,Anne Arundel,02.132,Germantown Elementary,200 WINDELL AVENUE,ANNAPOLIS,MD,21401,PreK-5,Elementary
-8567585.9888,4716488.9503,887,Prince George's,16.259,Felegy (Edward M.)  Elementary,6110 EDITORS PARK DRIVE,HYATTSVILLE,MD,20782,PreK-5,Elementary
-8530879.235,4779744.851,888,Baltimore County,03.215,West Towson Elementary,6914 CHARLES STREET,TOWSON,MD,21204,K-5,Elementary
-8470318.9788,4656559.5366,889,Dorchester,09.018,Dorchester Career & Technology Center,2465 CAMBRIDGE BELTWAY,CAMBRIDGE,MD,21613,10-12,Career Tech
-8648489.8454,4811325.1387,890,Washington,21.052,Ruth Ann Monroe Primary,1311 YALE DRIVE,HAGERSTOWN,MD,21740,PreK-2,Elementary
-8560812.5532,4721640.0948,891,Prince George's,16.256,Greenbelt Middle,6301 BREEZEWOOD DRIVE,GREENBELT,MD,20770,6-8,Middle
-8443874.7528,4747856.6382,892,Queen Anne's,17.026,New Sudlersville Middle,600 CHARLES STREET,SUDLERSVILLE,MD,21668,5-8,Middle
-8503244.2804,4800004.534,893,Harford,12.059,Red Pump Elementary,600 RED PUMP RD,BEL AIR,MD,21014,K-5,Elementary
-8617909.6954,4780325.9874,894,Frederick,10.074,Earth and Space Sciences Lab (ESSL),210 MADISON ST,FREDERICK,MD,21701,,Science
-8534621.8768,4771599.2314,895,Baltimore City,30.251,Pimlico PK-8 # 223,4849 PIMLICO RD,BALTIMORE,MD,21215,PK-8,PreK-8
-8535608.9974,4766037.9165,896,Baltimore City,30.262,Edgewood PK-5 # 067,1900 EDGEWOOD STREET,BALTIMORE,MD,21216,PK-5,Elementary
-8531576.8839,4765650.6805,897,Baltimore City,30.056,George G. Kelson Building # 157,701 GOLD ST,BALTIMORE,MD,21217,PK-8,PreK-8
-8608784.3658,4769756.1883,898,Frederick,10.071,Centerville Elementary,3601 CARRIAGE HILL DRIVE,FREDERICK,MD,21704,K-5,Elementary
-8621241.5851,4775956.3823,899,Frederick,10.068,Tuscarora High,5312 BALLENGER CREEK PIKE,FREDERICK,MD,21703,9-12,High
-8564281.6348,4767871.2949,900,Howard,13.082,Marriotts Ridge High,12100 WOODFORD DRIVE,MARRIOTSVILLE,MD,21104,9-12,High
-8651840.9932,4814016.6759,901,Washington,21.053,Barbara Ingram School for the Arts/Vincent Rauth Groh Academ,7-11 SOUTH POTOMAC STREET,HAGERSTOWN,MD,21740,9-12,High
-8620994.3901,4774838.2204,902,Frederick,10.070,Tuscarora Elementary,6321 LAMBERT DRIVE,FREDERICK,MD,21703,PreK-5,Elementary
-8618653.8492,4778197.7223,903,Frederick,10.069,Crestwood Middle,7100 FOXCROFT DRIVE,FREDERICK,MD,21703,6-8,Middle
-8527012.4133,4768339.734,904,Baltimore City,30.224,Abbottston Building # 050,1300 GORSUCH AVENUE,BALTIMORE,MD,21218,PreK-5,Elementary
-8521802.0169,4765418.8827,905,Baltimore City,30.186,Armistead Gardens PK-8 # 243,5001-5061 E EAGER ST,BALTIMORE,MD,21205,PK-8,PreK-8
-8523598.8666,4762352.2012,906,Baltimore City,30.166,Canton Building # 230,801-829 S HIGHLAND AVE,BALTIMORE,MD,21224,6-12,Middle/High
-8531075.219,4761835.3334,907,Baltimore City,30.018,Charles Carroll Barrister Elementary # 034,1327 WASHINGTON BOULEVARD,BALTIMORE,MD,21230,PK-5,Elementary
-8531356.2676,4762105.6463,908,Baltimore City,30.249,Diggs-Johnson Building # 162,1300 HERKIMER ST,BALTIMORE,MD,21223,K-8,PreK-8
-8526834.1487,4764294.0975,909,Baltimore City,30.147,Paul Laurence Dunbar Middle Building #133,500 N CAROLINE ST,BALTIMORE,MD,21205,9-12,High
-8530406.0609,4765676.2696,910,Baltimore City,30.267,Eutaw Marshburn Elementary # 011,1624 EUTAW PLACE,BALTIMORE,MD,21217,PreK-5,Elementary
-8526478.2512,4766680.4266,911,Baltimore City,30.273,Harford Heights #037,1919 N. BROADWAY,BALTIMORE,MD,21213,PK-5,Elementary
-8543065.1394,4713117.0396,912,Prince George's,16.250,Northview Elementary,3700 NORTHVIEW DRIVE,BOWIE,MD,20716,PreK-5,Elementary
-8587769.3982,4728436.6748,913,Montgomery,15.242,Farmland Elementary,7000 OLD GATE RD,ROCKVILLE,MD,20853,K-5,Elementary
-8532656.1723,4763654.411,914,Baltimore City,30.067,Lockerman-Bundy Elementary # 261,301 N PULASKI ST,BALTIMORE,MD,21223,PK-5/ELC,Elementary
-8561281.8628,4706950.4283,915,Prince George's,16.252,Seat Pleasant Elementary,6411 G STREET,SEAT PLEASANT,MD,20743-1714,PreK-6,Elementary
-8538838.4963,4762475.868,916,Baltimore City,30.237,West Baltimore Building #080,201 N BEND RD,BALTIMORE,MD,21229,6-12,Middle/High
-8579470.151,4731035.5582,917,Montgomery,15.268,Loiederman (A. Mario) Middle,12701 GOODHILL ROAD,SILVER SPRING,MD,20906,6-8,Middle
-8598315.4293,4755023.332,918,Montgomery,15.276,Wells (Hallie) Middle,11701 LITTLE SENECA PKWY,CLARKSBURG,MD,20871,6-8,Middle
-8569049.3246,4803824.1902,919,Carroll,06.052,Winters Mill High,560 GORSUCH ROAD,WESTMINSTER,MD,21157,9-12,High
-8570269.9739,4724236.6143,920,Montgomery,15.271,Roscoe Nix Elementary,1100 CORLISS STREET,SILVER SPRING,MD,20903,pre-K-2,Elementary
-8543946.1844,4720147.6756,921,Prince George's,16.249,Whitehall Elementary,3901 WOODHAVEN LANE,BOWIE,MD,20715,K-5,Elementary
-8550711.6006,4779610.6021,922,Baltimore County,03.196,New Town High School,4931 NEW TOWN BOULEVARD,OWINGS MILLS,MD,21117,9-12,High
-8496425.8152,4794596.9373,923,Harford,12.057,Patterson Mill Middle/High,85 PATTERSON MILL ROAD,BEL AIR,MD,21215,6-12,Middle/High
-8547837.9594,4750954.1306,924,Howard,13.078,Bellows Spring Elementary,8125 OLD STOCKBRIDGE DRIVE,ELLICOTT CITY,MD,21043,PreK-5,Elementary
-8531283.445,4769132.6214,925,Baltimore City,30.165,Robert Poole Building #056,1300 W. 36TH ST.,BALTIMORE,MD,21211,6-12,Middle/High
-8569226.2201,4670802.185,926,Charles,08.044,Theodore G. Davis Middle School,2495 DAVIS ROAD,WALDORF,MD,20603,6-8,Middle
-8784596.5173,4815272.8798,927,Allegany,01.037,Mountain Ridge High,100 DR. NANCY S. GRASMICK LANE,FROSTBURG,MD,21532,9-12,High
-8609059.0804,4768963.3008,928,Frederick,10.076,Urbana Middle,3511 PONTIUS COURT,IJAMSVILLE,MD,21754,6-8,Middle
-8597491.6312,4738211.1789,929,Montgomery,15.261,Lakelands Park Middle,1200 MAIN STREET,GAITHERSBURG,MD,20878,6-8,Middle
-8528136.6202,4667294.0993,930,Calvert,04.026,Huntingtown High,4125 N. SOLOMONS ISLAND RD,HUNTINGTOWN,MD,20639,9-12,High
-8588007.8065,4776066.5063,931,Carroll,06.053,Parr's Ridge Elementary,202 WATERSVILLE ROAD,MOUNT AIRY,MD,21771,PreK-2,Elementary
-8600915.6832,4753580.8379,932,Montgomery,15.262,Rocky Hill Middle,22401 BRICK HAVEN WAY,CLARKSBURG,MD,20871,6-8,Middle
-8575512.8813,4658240.3823,933,Charles,08.009,Maurice J. McDonough High,7165 MARSHALL CORNER ROAD,POMFRET,MD,20675,9-12,High
-8564334.1034,4729603.0344,934,Prince George's,16.182,Calverton Elementary,3400 BELTSVILLE ROAD,BELTSVILLE,MD,20705,PreK-5,Elementary
-8569806.6341,4715580.3097,935,Prince George's,16.090,Chillum Elementary,1420 CHILLUM ROAD,HYATTSVILLE,MD,20782,PreK-5,Elementary
-8553826.0454,4718736.2219,936,Prince George's,16.203,Gaywood Elementary,6701 97TH AVENUE,SEABROOK,MD,20706,PreK-5,Elementary
-8561277.0166,4711734.9718,937,Prince George's,16.107,Spellman (Gladys Noon) Elementary,3324 64TH AVENUE,CHEVERLY,MD,20785,PreK-6,Elementary
-8546309.2586,4719794.0945,938,Prince George's,16.058,High Bridge Elementary,7011 HIGH BRIDGE ROAD,BOWIE,MD,20720,K-5,Elementary
-8555052.3867,4715772.1574,939,Prince George's,16.154,McHenry (James) Elementary,8909 MCHENRY LANE,LANHAM,MD,20706,PreK-5,Elementary
-8548998.5714,4708540.1727,940,Prince George's,16.133,Kingsford Elementary,1401 ENTERPRISE ROAD,MITCHELLVILLE,MD,20721,PreK-5,Elementary
-8568063.5709,4718111.5439,941,Prince George's,16.049,Lewisdale Elementary,2400 BANNING PLACE,HYATTSVILLE,MD,20783,PreK-5,Elementary
-8548145.5646,4689133.3565,942,Prince George's,16.004,Marlton Elementary,8506 OLD COLONY DRIVE SOUTH,UPPER MARLBORO,MD,20772,PreK-5,Elementary
-8553589.1126,4691776.5742,943,Prince George's,16.168,Melwood Elementary,7100 WOODYARD ROAD,UPPER MARLBORO,MD,20772,K-5,Elementary
-8567472.9088,4712923.3399,944,Prince George's,16.039,Mount Rainier Elementary,4011 32ND STREET,MT. RAINIER,MD,20712,PreK-6,Elementary
-8557530.1769,4701223.7777,945,Prince George's,16.145,North Forestville Elementary,2311 RITCHIE ROAD,FORESTVILLE,MD,20747,PreK-6,Elementary
-8568246.2077,4698109.5675,946,Prince George's,16.230,Panorama Elementary,2002 CALLAWAY STREET,TEMPLE HILLS,MD,20748,PreK-6,Elementary
-8563654.0799,4716124.6952,947,Prince George's,16.079,Riverdale Elementary,5006 RIVERDALE ROAD,RIVERDALE,MD,20737,PreK-5,Elementary
-8557732.038,4718252.6331,948,Prince George's,16.112,Robert Frost Elementary,6419 85TH AVENUE,NEW CARROLLTON,MD,20784,K-5,Elementary
-8561878.9514,4713858.3475,949,Prince George's,16.051,Rogers Heights Elementary,4301 58TH AVENUE,BLADENSBURG,MD,20710,PreK-6,Elementary
-8566190.0738,4694474.0607,950,Prince George's,16.221,Samuel Chase Elementary,5700 FISHER ROAD,TEMPLE HILLS,MD,20748,PreK-5,Elementary
-8543810.423,4717154.9229,951,Prince George's,16.137,Tulip Grove Elementary,2909 TRAINOR LANE,BOWIE,MD,20715,0,Elementary
-8560497.2664,4685757.8923,952,Prince George's,16.187,Waldon Woods Elementary,10301 THRIFT ROAD,CLINTON,MD,20735,PreK-5,Elementary
-8561390.8312,4698955.757,953,Prince George's,16.197,Jackson (Andrew) Academy,3500 REGENCY PARKWAY,FORESTVILLE,MD,20747,PreK-8,PreK-8
-8565768.3496,4697399.9792,954,Prince George's,16.152,Stoddert (Benjamin) Middle,2501 OLSON STREET,TEMPLE HILLS,MD,20748,6-8,Middle
-8566221.0833,4688739.5883,955,Prince George's,16.121,Gourdine (Isaac J.) Middle,8700 ALLENTOWN ROAD,FORT WASHINGTON,MD,20744,6-8,Middle
-8573173.1615,4687547.2569,956,Prince George's,16.162,Oxon Hill Middle,9570 FORT FOOTE ROAD,FORT WASHINGTON,MD,20744,6-8,Middle
-8553933.773,4716017.0047,957,Prince George's,16.229,Thomas Johnson Middle,5401 BARKER PLACE,LANHAM,MD,20706,6-8,Middle
-8558874.3579,4704069.6012,958,Prince George's,16.196,Walker Mill Middle,800 KAREN BOULEVARD,CAPITOL HEIGHTS,MD,20743,6-8,Middle
-8565352.7928,4727752.4534,959,Prince George's,16.085,High Point High,3601 POWDER MILL ROAD,BELTSVILLE,MD,20705,9-12,High
-8551540.1585,4705461.7133,960,Prince George's,16.011,Largo High,505 LARGO ROAD,UPPER MARLBORO,MD,20774,9-12,High
-8560626.984,4687709.0088,961,Prince George's,16.103,Surrattsville High,6101 GARDEN DRIVE,CLINTON,MD,20735,9-12,High
-8528436.3128,4784673.5396,962,Baltimore County,03.169,Timonium Elementary,2001 EASTRIDGE ROAD,TIMONIUM,MD,21093,K-5,Elementary
-8621887.1153,4787128.5989,963,Frederick,10.054,Whittier Elementary,2400 WHITTIER DRIVE,FREDERICK,MD,21702,pk-5,Elementary
-8449750.654,4680349.8314,964,Caroline,05.008,Preston Elementary,225 MAIN ST,PRESTON,MD,21655,PreK-5,Elementary
-8441083.8303,4705991.1959,965,Caroline,05.005,Lockerman Middle,410 LOCKERMAN ST,DENTON,MD,21629,6-8,Middle
-8540026.6719,4633298.531,966,St. Mary's,18.009,Margaret Brent Middle,29675 POINT LOOKOUT ROAD,MECHANICSVILLE,MD,20659,6-8,Middle
-8497938.7587,4680601.2729,967,Talbot,20.009,Tilghman Elementary,21374 FOSTER AVENUE,TILGHMAN,MD,21671,K-5,Elementary
-8643774.0714,4795732.0516,968,Washington,21.010,Boonsboro Middle,1 J H WADE DRIVE,BOONSBORO,MD,21713,6-8,Middle
-8657654.6512,4803751.1206,969,Washington,21.043,Fountain Rock Elementary,17145 LAPPANS ROAD,HAGERSTOWN,MD,21740,PreK-5,Elementary
-8656090.6009,4810578.5311,970,Washington,21.037,Lincolnshire Elementary,17545 LINCOLNSHIRE ROAD,HAGERSTOWN,MD,21740,PreK-5,Elementary
-8530292.3573,4762022.9646,971,Baltimore City,30.177,George Washington Elementary # 022,800 SCOTT ST,BALTIMORE,MD,21230,PreK-5,Elementary
-8568538.6526,4716725.5189,972,Prince George's,16.253,Rosa L. Parks Elementary,6111 AGER ROAD,HYATTSVILLE,MD,20782,PreK-6,Elementary
-8534974.5442,4765227.8265,973,Baltimore City,30.214,Belmont Elementary # 217,1406 NORTH ELLAMONT ST,BALTIMORE,MD,21216,PK-5,Elementary
-8547791.5223,4697943.5065,974,Prince George's,16.235,Obama (Barack) Elementary,12700 BROOKE LN,UPPER MARLBORO,MD,20772,PreK-5,Elementary
-8559109.6053,4728331.3981,975,Prince George's,16.255,Vansville Elementary,6813 AMMENDALE ROAD,BELTSVILLE,MD,20705,PreK-5,Elementary
-8547983.7837,4697839.341,976,Prince George's,16.254,"Wise, Jr. (Dr. Henry A.) High",12650 BROOKE LANE,UPPER MARLBORO,MD,20772,9-12,High
-8524980.8737,4773882.9802,977,Baltimore City,30.205,Yorkwood Elementary # 219,5931 YORKWOOD RD,BATLIMORE,MD,21239,PK-5,Elementary
-8519364.7881,4762692.5313,978,Baltimore City,30.105,Southeast Building Middle/High # 255,6820 FAIT AVE,BALTIMORE,MD,21224,6-12,Alternate
-8786489.4547,4818300.3523,979,Allegany,01.029,Frost Elementary,260 SHAW STREET,FROSTBURG,MD,21532,PreK-5,Elementary
-8517249.9723,4744546.654,980,Anne Arundel,02.097,Riviera Beach Elementary,8515 JENKINS ROAD,PASADENA,MD,21122,PreK-5,Elementary
-8428948.5872,4593652.239,981,Somerset,19.017,Somerset County Technical High School,7994 TAWES CAMPUS DR,WESTOVER,MD,21871,7-12,Career Tech
-8539122.254,4739212.7244,982,Anne Arundel,02.004,Van Bokkelen Elementary,1140 REECE ROAD,SEVERN,MD,21144,PreK-5,Elementary
-8528989.4215,4744676.6679,983,Anne Arundel,02.020,Glen Burnie High,7550 BALTIMORE-ANNAPOLIS BOULEVARD,GLEN BURNIE,MD,21060,9-12,High
-8541602.8902,4760646.4838,984,Baltimore County,03.177,Former Catonsville Elementary,615 FREDERICK ROAD,CATONSVILLE,MD,21228,PreK-5,Elementary
-8514632.2906,4779910.9553,985,Baltimore County,03.096,Seven Oaks Elementary,9220 SEVEN COURTS DRIVE,BALTIMORE,MD,21236,PreK-5,Elementary
-8510513.3185,4771150.6525,986,Baltimore County,03.046,Middle River Middle,800 MIDDLE RIVER ROAD,BALTIMORE,MD,21220,6-8,Middle
-8786661.4432,4815828.2293,987,Allegany,01.002,Beall Elementary,EAST COLLEGE AVENUE,FROSTBURG,MD,21532,PreK-5,Elementary
-8777759.6406,4804721.1337,988,Allegany,01.003,Bel Air Elementary,14401 BARTON BOULEVARD,CUMBERLAND,MD,21502,PreK-5,Elementary
-8416405.2109,4633655.5014,989,Wicomico,22.025,Salisbury Middle,607 MORRIS STREET,SALISBURY,MD,21801,6-8,Middle
-8549001.8681,4776647.087,990,Baltimore County,03.032,Randallstown High,4000 OFFUTT ROAD,RANDALLSTOWN,MD,21133,9-12,High
-8564222.7766,4778212.4276,991,Carroll,06.014,Carrolltowne Elementary,6542 RIDGE RD,SYKESVILLE,MD,21784,PreK-5,Elementary
-8572101.9048,4800090.9754,992,Carroll,06.038,Friendship Valley Elementary,1100 GIST RD,WESTMINSTER,MD,21157,K-5,Elementary
-8631664.6506,4784464.0974,993,Frederick,10.072,Middletown Primary,403 FRANKLIN STREET,MIDDLETOWN,MD,21769,PK-2,Elementary
-8607082.1279,4778488.4942,994,Frederick,10.062,Oakdale Elementary,5830 OAKDALE SCHOOL ROAD,IJAMSVILLE,MD,21754,K-5,Elementary
-8620659.1071,4778418.7472,995,Frederick,10.052,Orchard Grove Elementary,5898 HANNOVER DRIVE,FREDERICK,MD,21701,PK-5,Elementary
-8617926.0119,4780462.4526,996,Frederick,10.003,Lincoln A,250 MADISON STREET,FREDERICK,MD,21701,Adult,Special Ed.
-8617784.2436,4780281.211,997,Frederick,10.004,Lincoln Elementary,200 MADISON STREET,FREDERICK,MD,21701,PK-5,Elementary
-8559427.4084,4755715.4244,998,Howard,,Homewood Center,10914 ROUTE 108,ELLICOTT CITY,MD,21042,6-12,Alternate
-8562224.1057,4743811.5752,999,Howard,13.070,Lime Kiln Middle,11650 SCAGGSVILLE ROAD,FULTON,MD,20759,6-8,Middle
-8591290.5347,4804633.6041,1000,Carroll,06.044,Elmer Wolfe Elementary,119 NORTH MAIN STREET,UNION BRIDGE,MD,21791,PreK-5,Elementary
-8556123.2113,4807883.051,1001,Carroll,06.054,Shiloh Middle School,3675 WILLOW ST,HAMPSTEAD,MD,21074,6-8,Middle
-8570964.394,4805350.1376,1002,Carroll,06.025,Wm. Winchester Elementary,70 MONROE STREET,WESTMINSTER,MD,21157,PreK-5,Elementary
-8530231.1096,4757843.0817,1003,Baltimore City,30.239,Arundel PK-2 # 164,2400 ROUND RD,BALTIMORE,MD,21225,PK-2,Elementary
-8556270.5543,4808306.5223,1004,Carroll,06.022,Hampstead Elementary,3737 SHILOH ROAD,HAMPSTEAD,MD,21074,PreK-5,Elementary
-8553222.9191,4711922.6154,1005,Prince George's,16.174,Flowers (Charles Herbert)  High,10001 ARDWICK ARDMORE ROAD,SPRINGDALE,MD,20774,9-12,High
-8479267.1127,4795486.087,1006,Harford,12.044,Bakerfield Elementary,36 BAKER ST,ABERDEEN,MD,21001,Pre-K-5,Elementary
-8604191.1391,4743264.3375,1007,Montgomery,15.254,Matsunaga (Spark M.) Elementary,13902 BROMFIELD ROAD,GERMANTOWN,MD,20874,K-5,Elementary
-8607126.54,4778114.7011,1008,Frederick,10.063,Oakdale Middle,5810 OAKDALE SCHOOL ROAD,IJAMSVILLE,MD,21754,6-8,Middle
-8530175.0608,4765152.3061,1009,Baltimore City,30.168,Booker T. Washington Building # 130,1301 MCCULLOH ST,BALTIMORE,MD,21217,6-12,Middle/High
-8526080.8444,4769417.8372,1010,Baltimore City,30.226,Mergenthaler Vocational-Technical High CTE #410,3500 HILLEN RD,BALTIMORE,MD,21218,9-12,High
-8557405.8734,4712015.1994,1011,Prince George's,16.190,"Woods, Sr. (Judge Sylvania W.) Elementary",3000 CHURCH STREET,GLENARDEN,MD,20706,PreK-6,Elementary
-8530001.8633,4739295.6778,1012,Anne Arundel,02.133,Old Mill Middle South,620 PATRIOT LANE,MILLERSVILLE,MD,21108,6-8,Middle
-8537822.5469,4757217.4066,1013,Baltimore County,03.160,Arbutus Elementary,1300 SULPHUR SPRING ROAD,BALTIMORE,MD,21227,PreK-5,Elementary
-8538796.3179,4757248.2864,1014,Baltimore County,03.048,Arbutus Middle,5525 SHELBOURNE RD,BALTIMORE,MD,21227,6-8,Middle
-8529013.3314,4753517.7447,1015,Anne Arundel,02.085,Brooklyn Park Elementary,200 14TH AVENUE,BALTIMORE,MD,21225,PreK-5,Elementary
-8534869.2736,4724009.5091,1016,Anne Arundel,02.045,Crofton Meadows Elementary,2020 TILGHMAN DRIVE,CROFTON,MD,21114,K-5,Elementary
-8547055.6225,4774665.0105,1017,Baltimore County,03.026,Church Lane Elementary,3820 FERNSIDE ROAD,RANDALLSTOWN,MD,21133,PreK-5,Elementary
-8524977.1953,4779643.0994,1018,Baltimore County,03.123,Cromwell Valley Elementary Magnet,825 PROVIDENCE ROAD,TOWSON,MD,21286,K-5,Elementary
-8527696.1039,4726653.5579,1019,Anne Arundel,02.077,South Shore Elementary,1376 FAIRFIELD LOOP ROAD,CROWNSVILLE,MD,21032,K-5,Elementary
-8517213.9808,4715670.27,1020,Anne Arundel,02.061,Annapolis Middle,1399 FOREST DRIVE,ANNAPOLIS,MD,21403,6-8,Middle
-8545242.8727,4767635.387,1021,Baltimore County,03.171,Dogwood Elementary,7215 DOGWOOD ROAD,BALTIMORE,MD,21244,PreK-5,Elementary
-8534896.6037,4721268.6723,1022,Anne Arundel,02.038,Crofton Middle,2301 DAVIDSONVILLE ROAD,GAMBRILLS,MD,21054,6-8,Middle
-8543322.4941,4738442.1851,1023,Anne Arundel,02.087,MacArthur Middle,3500 ROCKENBACH ROAD,FORT MEADE,MD,20755,6-8,Middle
-8525485.3238,4734123.9076,1024,Anne Arundel,02.089,Severna Park Middle,450 JUMPERS HOLE ROAD,SEVERNA PARK,MD,21146,6-8,Middle
-8523241.0895,4718020.0773,1025,Anne Arundel,02.030,Annapolis High,2700 RIVA ROAD,ANNAPOLIS,MD,21401,9-12,High
-8528307.8501,4776279.4372,1026,Baltimore County,03.049,Dumbarton Middle,300 DUMBARTON ROAD,BALTIMORE,MD,21212,6-8,Middle
-8542427.8119,4739218.6819,1027,Anne Arundel,02.013,Meade High,1100 CLARK ROAD,FORT MEADE,MD,20755,9-12,High
-8519150.9291,4742359.5246,1028,Anne Arundel,02.055,Northeast High,1121 DUVALL HIGHWAY,PASADENA,MD,21122,9-12,High
-8530232.3941,4739216.1384,1029,Anne Arundel,02.002,Old Mill High,600 PATRIOT LANE,MILLERSVILLE,MD,21108,9-12,High
-8529213.7973,4702848.3036,1030,Anne Arundel,02.068,Southern High,4400 SOLOMONS ISLAND ROAD,HARWOOD,MD,20776,9-12,High
-8517446.5963,4718948.0296,1031,Anne Arundel,02.111,Studio 39,291 LOCUST AVENUE,ANNAPOLIS,MD,21401,9-12,Middle/High
-8530449.8619,4738661.8876,1032,Anne Arundel,02.039,Ruth Parker Eason,648 OLD MILL ROAD,MILLERSVILLE,MD,21108,PreK-12,Special Ed.
-8523996.5717,4657921.7803,1033,Calvert,04.012,Calvert Country,1350 DARES BEACH RD,PRINCE FREDERICK,MD,20678,PreK-12,Special Ed.
-8525081.7991,4658061.1533,1034,Calvert,04.025,Career and Technology Academy,330 DORSEY ROAD,PRINCE FREDERICK,MD,20678,9-12,Career Tech
-8518674.1311,4739250.4384,1035,Anne Arundel,02.091,Jacobsville Elementary,3801 MOUNTAIN ROAD,PASADENA,MD,21122,PreK-5,Elementary
-8542184.6871,4763650.3674,1036,Baltimore County,03.103,Johnnycake Elementary,5910 CRAIGMONT ROAD,BALTIMORE,MD,21228,PreK-5,Elementary
-8511972.7588,4768379.2321,1037,Baltimore County,03.148,Kenwood High,501 STEMMERS RUN ROAD,BALTIMORE,MD,21221,9-12,High
-8547649.8961,4705010.2637,1038,Prince George's,16.207,Perrywood Elementary,501 WATKINS PARK DRIVE,UPPER MARLBORO,MD,20774,K-5,Elementary
-8529416.963,4783017.0025,1039,Baltimore County,03.087,Lutherville Laboratory,1700 NORTH YORK ROAD,LUTHERVILLE,MD,21093,K-5,Elementary
-8570167.8086,4782475.4399,1040,Carroll,06.045,Linton Springs Elementary,375 RONSDALE RD,SYKESVILLE,MD,21784,PreK-5,Elementary
-8509489.4433,4769786.8212,1041,Baltimore County,03.142,Martin Boulevard Elementary,210 RIVERTON ROAD,BALTIMORE,MD,21220,PreK-5,Elementary
-8570673.2085,4802253.0342,1042,Carroll,06.027,Carroll Springs Special Education,495 SOUTH CENTER STREET,WESTMINSTER,MD,21157,PreK-12,Special Ed.
-8510692.9735,4768321.1271,1043,Baltimore County,03.167,Middlesex Elementary,142 BENNETT ROAD,BALTIMORE,MD,21221,PreK-5,Elementary
-8539647.9893,4773426.989,1044,Baltimore County,03.091,Milbrook Elementary,4300 CREST HEIGHTS ROAD,BALTIMORE,MD,21215,1-5,Elementary
-8551007.6262,4779673.6953,1045,Baltimore County,03.143,New Town Elementary,4924 NEW TOWN BOULEVARD,OWINGS MILLS,MD,21117,K-5,Elementary
-8544533.7721,4774124.6254,1046,Baltimore County,03.115,Northwest Academy of Health Sciences,4627 OLD COURT ROAD,BALTIMORE,MD,21208,6-8,Middle
-8559301.4098,4667693.2285,1047,Charles,08.038,J.P. Ryon Elementary,12140 VIVIAN ADAMS DRIVE,WALDORF,MD,20601,PreK-5,Elementary
